year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,drive,type,paint_color,state,price
2019.0,ford,edge,good,4 cylinders,gas,18136.0,rebuilt,automatic,4wd,SUV,white,ky,22900
2016.0,kia,sorento,good,4 cylinders,gas,103095.0,clean,automatic,fwd,sedan,black,al,11500
2009.0,acura,rdx,excellent,4 cylinders,gas,151690.0,clean,automatic,4wd,SUV,white,sc,7500
2014.0,chevrolet,silverado 1500 lt,excellent,8 cylinders,gas,214133.0,clean,automatic,4wd,truck,grey,ca,19914
2006.0,volvo,xc90,good,4 cylinders,gas,107836.0,clean,automatic,rwd,SUV,white,tx,5900
2004.0,toyota,camry,excellent,6 cylinders,gas,146927.0,clean,automatic,fwd,sedan,white,co,4950
1995.0,honda,other,good,6 cylinders,gas,249866.0,clean,manual,4wd,sedan,white,or,0
2017.0,dodge,charger,good,6 cylinders,gas,55035.0,clean,automatic,4wd,sedan,red,tx,24990
2010.0,lexus,other,good,6 cylinders,gas,97088.0,clean,automatic,fwd,other,white,ca,16288
2019.0,chevrolet,other,like new,4 cylinders,gas,19850.0,clean,automatic,fwd,other,white,nm,20858
2010.0,dodge,grand caravan,good,6 cylinders,gas,140000.0,clean,automatic,fwd,sedan,white,oh,2200
2004.0,volvo,s60,good,5 cylinders,gas,197818.0,clean,automatic,fwd,sedan,grey,nj,2900
2016.0,nissan,altima,good,6 cylinders,gas,48447.0,clean,automatic,fwd,sedan,white,co,17337
2016.0,chevrolet,colorado crew cab z71,good,6 cylinders,gas,73371.0,clean,other,4wd,pickup,white,ca,26990
2003.0,chevrolet,silverado 1500,excellent,8 cylinders,gas,153000.0,clean,automatic,rwd,pickup,grey,fl,5800
2014.0,toyota,tacoma 4x4,excellent,4 cylinders,gas,44663.0,clean,manual,4wd,truck,white,fl,22000
2007.0,chrysler,300,good,6 cylinders,gas,140342.0,clean,automatic,rwd,sedan,blue,ca,7000
2018.0,bmw,4 series 430i convertible 2d,good,6 cylinders,gas,39650.0,clean,other,rwd,other,black,in,34990
2017.0,ford,mustang,good,6 cylinders,gas,18495.0,clean,automatic,rwd,convertible,black,fl,25597
2010.0,subaru,forester,fair,6 cylinders,gas,145000.0,clean,automatic,4wd,sedan,black,pa,5000
2018.0,toyota,highlander le sport,good,6 cylinders,gas,39856.0,clean,other,4wd,SUV,black,az,28990
2018.0,jeep,wrangler unlimited,good,6 cylinders,other,38283.0,clean,manual,4wd,sedan,white,co,35988
2005.0,honda,accord,excellent,4 cylinders,gas,153494.0,clean,automatic,fwd,sedan,white,az,5200
2013.0,kia,soul,good,4 cylinders,gas,136000.0,clean,manual,fwd,hatchback,black,ar,5800
2013.0,ford,other,good,6 cylinders,gas,174000.0,clean,automatic,4wd,truck,white,la,14800
2004.0,gmc,yukon xl,excellent,6 cylinders,gas,170000.0,clean,automatic,4wd,sedan,white,ca,6500
2006.0,ford,f250 super duty,excellent,8 cylinders,gas,76000.0,clean,automatic,rwd,pickup,white,nc,9950
2017.0,ram,3500,good,6 cylinders,diesel,99999.0,clean,automatic,4wd,other,white,tx,43788
2008.0,ford,f350 xl,good,6 cylinders,gas,59000.0,clean,automatic,4wd,sedan,white,ia,13900
1999.0,ford,f450,fair,6 cylinders,gas,236196.0,clean,automatic,4wd,sedan,white,mi,7000
2010.0,toyota,tundra,excellent,8 cylinders,gas,93128.0,clean,automatic,4wd,sedan,green,ny,21800
2016.0,ford,f150,good,6 cylinders,gas,97745.0,clean,automatic,rwd,truck,white,oh,20695
2007.0,chevrolet,cc4500,good,8 cylinders,gas,77581.0,clean,automatic,rwd,truck,white,il,33990
2009.0,ford,flex sel awd,excellent,6 cylinders,gas,98000.0,clean,automatic,4wd,sedan,white,ia,10950
2011.0,nissan,other,excellent,4 cylinders,gas,82000.0,clean,automatic,4wd,SUV,blue,mn,7999
2016.0,kia,optima,good,6 cylinders,gas,42621.0,clean,automatic,fwd,sedan,black,sc,18738
2013.0,ford,other,excellent,4 cylinders,gas,102200.0,clean,automatic,fwd,sedan,red,mn,6700
2015.0,ford,f250 super duty xlt,good,6 cylinders,diesel,141942.0,clean,automatic,4wd,sedan,white,nc,38963
2014.0,ford,escape,good,4 cylinders,gas,196639.0,clean,automatic,4wd,SUV,black,wi,5600
2008.0,chevrolet,cc4500,good,8 cylinders,gas,100921.0,clean,automatic,4wd,truck,white,mi,26990
2013.0,toyota,fj cruiser,good,6 cylinders,gas,122713.0,clean,automatic,4wd,SUV,white,tn,0
2014.0,nissan,juke sl,good,4 cylinders,gas,102536.0,clean,automatic,4wd,SUV,red,or,11495
2018.0,honda,civic type r touring,good,6 cylinders,other,13034.0,clean,other,fwd,sedan,white,ca,36990
2018.0,volkswagen,tiguan 20t s sport,good,6 cylinders,gas,7233.0,clean,other,fwd,other,green,tx,21990
2014.0,honda,odyssey ex,excellent,6 cylinders,gas,132708.0,clean,automatic,4wd,sedan,grey,md,11995
2013.0,mercedes-benz,benz,good,6 cylinders,diesel,118501.0,clean,automatic,rwd,sedan,white,nc,13490
2016.0,bmw,other,good,6 cylinders,gas,90026.0,clean,other,4wd,other,black,ny,25990
2012.0,volkswagen,gti,good,6 cylinders,gas,56500.0,clean,manual,4wd,coupe,red,ca,15500
2007.0,toyota,camry hybrid,good,4 cylinders,hybrid,176691.0,clean,automatic,fwd,sedan,white,oh,5000
2009.0,pontiac,g6 gt,good,6 cylinders,gas,179581.0,clean,automatic,4wd,sedan,white,ks,2500
2018.0,porsche,macan,good,4 cylinders,gas,25000.0,clean,automatic,4wd,SUV,black,ca,48995
2007.0,subaru,impreza outback sport,good,4 cylinders,gas,89417.0,clean,manual,4wd,wagon,grey,or,13995
2014.0,toyota,corolla,excellent,4 cylinders,gas,95795.0,clean,automatic,fwd,sedan,white,mo,11901
2014.0,ford,focus se,good,4 cylinders,gas,15396.0,rebuilt,automatic,fwd,sedan,black,in,5900
2015.0,ford,f150 supercrew cab,good,8 cylinders,other,156670.0,clean,automatic,4wd,pickup,black,tn,26999
2018.0,ram,other,good,6 cylinders,gas,27127.0,clean,automatic,fwd,van,white,ca,37995
2007.0,chevrolet,corvette,good,6 cylinders,gas,38500.0,clean,manual,4wd,sedan,white,oh,39500
2011.0,subaru,outback 25i,good,4 cylinders,gas,171656.0,clean,automatic,4wd,wagon,red,ca,7499
2010.0,volkswagen,tiguan sel,excellent,6 cylinders,gas,126045.0,clean,automatic,4wd,SUV,grey,ca,6750
2011.0,audi,q5 premium plus,excellent,4 cylinders,gas,155982.0,clean,automatic,4wd,SUV,white,in,10995
2019.0,tesla,model 3 standard range,good,6 cylinders,electric,22544.0,clean,other,rwd,sedan,white,nj,37990
2018.0,ford,other,good,6 cylinders,gas,26238.0,clean,other,fwd,other,white,wy,19590
2019.0,gmc,acadia slt2 sport utility,good,6 cylinders,gas,70640.0,clean,other,fwd,SUV,white,ar,25990
2012.0,kia,sportage ex,good,4 cylinders,gas,117957.0,clean,automatic,4wd,SUV,black,wa,9497
2012.0,infiniti,g g37 convertible 2d,good,6 cylinders,gas,19698.0,clean,other,rwd,other,white,md,25990
2007.0,saturn,aura,good,6 cylinders,gas,128121.0,clean,automatic,4wd,sedan,white,pa,2600
2018.0,ram,other,good,6 cylinders,diesel,22628.0,clean,automatic,4wd,sedan,white,ia,49999
2010.0,toyota,corolla,good,6 cylinders,gas,148301.0,clean,automatic,4wd,sedan,white,nh,6495
1974.0,volkswagen,thing,good,4 cylinders,gas,69000.0,clean,manual,rwd,convertible,white,tx,12000
2008.0,chevrolet,equinox lt awd,like new,6 cylinders,gas,122080.0,clean,automatic,4wd,SUV,silver,il,5950
2010.0,mini,cooper clubman,like new,4 cylinders,gas,100400.0,clean,automatic,fwd,wagon,white,ma,0
2014.0,mercedes-benz,claclass,good,6 cylinders,gas,64838.0,clean,automatic,4wd,sedan,white,fl,0
2010.0,honda,accord,excellent,6 cylinders,gas,113752.0,clean,automatic,4wd,sedan,white,va,7995
2013.0,mercedes-benz,eclass,good,6 cylinders,diesel,69709.0,clean,automatic,4wd,sedan,black,ca,16995
2002.0,chevrolet,camaro,like new,8 cylinders,gas,50419.0,clean,manual,rwd,convertible,black,va,14500
2016.0,chevrolet,equinox,excellent,4 cylinders,gas,23500.0,clean,automatic,4wd,SUV,silver,oh,17500
2013.0,nissan,quest,excellent,6 cylinders,gas,159290.0,salvage,automatic,rwd,offroad,custom,ga,8900
2006.0,chevrolet,other,excellent,6 cylinders,gas,120000.0,clean,automatic,fwd,van,brown,ga,4500
2015.0,mercedes-benz,sclass s 550,good,6 cylinders,gas,50375.0,clean,other,rwd,sedan,white,fl,40990
2017.0,lexus,is 300,excellent,6 cylinders,gas,17300.0,rebuilt,other,4wd,sedan,grey,id,29999
2011.0,honda,crz,like new,4 cylinders,hybrid,57000.0,clean,automatic,4wd,sedan,blue,ar,9850
2011.0,gmc,sierra 2500 hd crew cab,good,8 cylinders,diesel,280319.0,clean,automatic,4wd,pickup,black,la,24995
2015.0,chevrolet,tahoe,good,6 cylinders,other,78871.0,clean,automatic,4wd,SUV,black,ok,34900
2000.0,honda,civic,salvage,4 cylinders,gas,152000.0,clean,automatic,fwd,sedan,black,ny,1200
2012.0,volkswagen,golf gti,good,4 cylinders,gas,55301.0,clean,manual,fwd,coupe,black,hi,13000
2013.0,kia,optima,good,6 cylinders,gas,88296.0,clean,automatic,4wd,sedan,black,pa,0
2007.0,toyota,sienna,excellent,6 cylinders,gas,270000.0,clean,automatic,4wd,sedan,white,wi,3500
2004.0,ford,excursion xlt,fair,8 cylinders,gas,161000.0,clean,automatic,4wd,SUV,silver,in,5000
2012.0,dodge,caliber sxt,good,4 cylinders,gas,127000.0,clean,automatic,fwd,sedan,white,nc,5000
2016.0,gmc,sierra,good,6 cylinders,gas,141713.0,clean,automatic,4wd,pickup,black,tx,39981
2015.0,chevrolet,silverado 2500hd,good,8 cylinders,gas,29137.0,clean,automatic,4wd,truck,white,ca,34000
2020.0,subaru,other,good,6 cylinders,diesel,4420.0,clean,other,4wd,sedan,blue,az,25990
2004.0,ram,2500,good,8 cylinders,gas,48000.0,clean,automatic,rwd,truck,grey,ok,6999
2000.0,dodge,durango,good,6 cylinders,gas,254417.0,clean,automatic,4wd,sedan,white,nc,2500
2005.0,ford,econoline commercial cutaway,good,8 cylinders,gas,45554.0,clean,automatic,rwd,truck,white,in,21990
2015.0,ford,other,good,6 cylinders,gas,82575.0,clean,automatic,4wd,SUV,silver,wa,0
2008.0,chevrolet,other,excellent,8 cylinders,gas,39079.0,clean,automatic,rwd,convertible,red,ct,29234
2019.0,ford,f150 regular cab xlt pickup,good,6 cylinders,gas,21480.0,clean,other,4wd,pickup,black,mi,25990
2016.0,jeep,patriot,good,4 cylinders,gas,127912.0,clean,manual,fwd,SUV,blue,ca,9999
2010.0,ford,escape xls,good,4 cylinders,gas,138762.0,clean,automatic,4wd,sedan,white,fl,3999
2017.0,toyota,rav4,good,6 cylinders,gas,45004.0,clean,automatic,4wd,SUV,white,wa,24991
2017.0,honda,crv,good,6 cylinders,gas,53138.0,clean,automatic,4wd,sedan,white,mn,22990
2013.0,ford,edge sel,good,6 cylinders,gas,36000.0,clean,automatic,4wd,sedan,white,il,1800
2012.0,toyota,camry,like new,4 cylinders,gas,59000.0,rebuilt,automatic,4wd,sedan,silver,in,9999
2013.0,ford,fusion se,good,4 cylinders,gas,127000.0,clean,automatic,fwd,sedan,white,nj,7500
2019.0,ford,ranger supercab xl pickup,good,6 cylinders,other,39989.0,clean,other,4wd,pickup,white,sc,25990
2017.0,chrysler,pacifica,excellent,6 cylinders,gas,101000.0,clean,automatic,fwd,sedan,brown,tx,0
2015.0,mercedes-benz,cclass,good,6 cylinders,gas,99538.0,clean,automatic,4wd,sedan,white,pa,0
1995.0,jaguar,xj6,good,4 cylinders,gas,122000.0,clean,automatic,4wd,sedan,green,ma,2500
2011.0,nissan,rogue,good,6 cylinders,gas,130000.0,clean,automatic,4wd,sedan,white,wa,7777
2017.0,audi,other,good,6 cylinders,other,43468.0,clean,automatic,fwd,sedan,white,ia,0
1999.0,ford,expedition eddie bauer,good,6 cylinders,gas,140000.0,clean,automatic,4wd,sedan,white,ca,4500
2008.0,ford,e150,good,6 cylinders,gas,130945.0,clean,automatic,4wd,sedan,white,ca,18495
2012.0,honda,civic lx,good,6 cylinders,other,122744.0,clean,automatic,fwd,sedan,white,ca,8152
2011.0,ram,1500 crew cab,excellent,8 cylinders,gas,82000.0,clean,automatic,4wd,truck,blue,hi,1
2008.0,toyota,rav4 sport,excellent,4 cylinders,gas,74163.0,clean,automatic,fwd,SUV,white,ca,995
2019.0,chrysler,300,good,6 cylinders,other,32267.0,clean,automatic,4wd,sedan,white,co,24988
2019.0,chevrolet,other,good,8 cylinders,other,7832.0,clean,automatic,rwd,van,white,mi,0
2012.0,ford,other,like new,8 cylinders,diesel,118000.0,clean,automatic,4wd,truck,black,fl,44900
2011.0,mercedes-benz,benz e350,good,6 cylinders,gas,147822.0,clean,automatic,4wd,sedan,grey,co,8995
2007.0,chevrolet,express cargo van,excellent,8 cylinders,gas,174335.0,clean,automatic,4wd,sedan,white,tx,12995
2016.0,audi,a3 etron,good,6 cylinders,hybrid,38561.0,clean,automatic,fwd,hatchback,white,ok,21831
2017.0,mitsubishi,mirage,good,6 cylinders,gas,72000.0,clean,automatic,4wd,sedan,white,oh,5900
2015.0,nissan,other,excellent,4 cylinders,gas,43000.0,salvage,automatic,fwd,sedan,white,mn,5950
2017.0,ford,f350,good,6 cylinders,gas,67288.0,clean,automatic,4wd,pickup,black,vt,45944
2014.0,gmc,sierra,good,6 cylinders,gas,111000.0,clean,automatic,4wd,sedan,white,vt,22850
2015.0,nissan,altima,like new,4 cylinders,gas,94237.0,clean,automatic,fwd,sedan,silver,mi,7995
2013.0,audi,a6,good,4 cylinders,gas,141776.0,clean,automatic,4wd,sedan,custom,dc,11495
2007.0,mazda,cx7,excellent,4 cylinders,gas,157000.0,clean,automatic,fwd,SUV,blue,nc,3800
2020.0,buick,encore gx select sport,good,6 cylinders,gas,1113.0,clean,automatic,fwd,SUV,red,ca,25590
2012.0,ford,f150,good,6 cylinders,gas,126897.0,clean,automatic,4wd,pickup,black,pa,15995
2011.0,bmw,3 series 328i xdrive,good,6 cylinders,gas,77939.0,clean,other,4wd,sedan,white,wa,12999
2003.0,chevrolet,corvette,good,8 cylinders,gas,61409.0,clean,automatic,rwd,coupe,red,ca,20995
2014.0,ford,e350,good,6 cylinders,other,143589.0,clean,automatic,fwd,van,white,fl,15995
2007.0,hyundai,santa fe,good,6 cylinders,gas,173048.0,clean,automatic,fwd,SUV,blue,pa,4999
2006.0,gmc,sierra 3500hd,like new,8 cylinders,diesel,65000.0,clean,automatic,rwd,truck,silver,la,30000
2012.0,ram,2500 laramie longhorn,excellent,6 cylinders,diesel,138150.0,clean,automatic,4wd,sedan,white,ca,38500
2013.0,toyota,corolla,good,6 cylinders,gas,102641.0,clean,manual,fwd,sedan,grey,fl,8994
2019.0,chevrolet,camaro lt convertible,good,6 cylinders,gas,28068.0,clean,other,rwd,other,white,wi,24990
2012.0,nissan,rogue,good,4 cylinders,gas,120076.0,clean,automatic,4wd,SUV,blue,me,7990
2011.0,bmw,335i,good,6 cylinders,gas,120483.0,clean,automatic,4wd,sedan,white,nc,11588
2018.0,ford,f450,good,6 cylinders,diesel,64543.0,clean,automatic,4wd,pickup,white,fl,0
2017.0,ford,f250 sd,good,6 cylinders,gas,154474.0,clean,automatic,4wd,other,white,oh,40995
2006.0,dodge,grand caravan se,good,6 cylinders,gas,164164.0,clean,automatic,4wd,sedan,white,ca,5499
2016.0,jeep,cherokee,good,6 cylinders,gas,135571.0,clean,automatic,4wd,SUV,black,ca,14999
2008.0,volkswagen,rabbit,good,5 cylinders,gas,62000.0,rebuilt,automatic,fwd,sedan,silver,ma,5500
2016.0,mazda,mx5 miata grand touring,good,6 cylinders,gas,7512.0,clean,other,rwd,other,red,ma,26990
2015.0,chevrolet,malibu,like new,4 cylinders,gas,130357.0,clean,automatic,fwd,sedan,black,in,9995
2005.0,toyota,prius,good,4 cylinders,hybrid,206000.0,clean,automatic,fwd,hatchback,grey,ks,4200
2017.0,chevrolet,colorado crew cab lt,good,6 cylinders,other,30727.0,clean,other,4wd,pickup,white,ny,29990
2010.0,ford,ranger,excellent,6 cylinders,gas,109063.0,clean,automatic,4wd,truck,custom,me,15995
2007.0,toyota,4runner sport edition,good,6 cylinders,gas,189000.0,clean,automatic,4wd,sedan,white,al,12250
2006.0,toyota,sienna,good,6 cylinders,gas,254325.0,clean,automatic,fwd,van,white,co,4999
2010.0,chrysler,other,good,6 cylinders,gas,124803.0,clean,automatic,fwd,mini-van,black,mi,6795
2016.0,honda,pilot,excellent,6 cylinders,gas,109180.0,clean,automatic,4wd,SUV,white,tx,23900
2014.0,ram,other,good,6 cylinders,gas,128769.0,clean,automatic,4wd,sedan,white,il,23795
2010.0,jeep,wrangler,good,6 cylinders,gas,171076.0,clean,automatic,4wd,SUV,green,id,19475
2017.0,chevrolet,other,excellent,8 cylinders,gas,94000.0,clean,automatic,4wd,pickup,black,vt,31995
2020.0,chevrolet,camaro,like new,8 cylinders,gas,20000.0,clean,automatic,rwd,sedan,custom,ga,0
2011.0,ford,other,good,6 cylinders,diesel,168872.0,clean,automatic,4wd,sedan,white,md,29999
2012.0,chevrolet,cruze,good,6 cylinders,gas,117654.0,clean,automatic,4wd,sedan,white,mn,4295
2018.0,honda,civic,excellent,4 cylinders,gas,26342.0,clean,automatic,fwd,sedan,white,tx,0
2016.0,dodge,journey,excellent,6 cylinders,gas,85700.0,clean,automatic,fwd,SUV,grey,ca,10499
2014.0,ford,fusion,good,4 cylinders,gas,174300.0,clean,automatic,fwd,sedan,red,ca,5650
2013.0,bmw,535xi,excellent,6 cylinders,gas,81200.0,clean,automatic,4wd,sedan,brown,ny,14500
2015.0,toyota,tundra crewmax sr5 pickup,good,8 cylinders,gas,48380.0,clean,other,4wd,pickup,red,mn,36990
2006.0,buick,lucerne,good,6 cylinders,gas,116200.0,clean,automatic,fwd,sedan,silver,oh,3999
2018.0,audi,a6 20t premium plus sedan,good,6 cylinders,other,24996.0,clean,automatic,4wd,sedan,silver,fl,29990
2016.0,ford,other,good,6 cylinders,other,96585.0,clean,automatic,4wd,pickup,blue,ar,0
2005.0,ford,super duty f250,excellent,8 cylinders,gas,132842.0,clean,automatic,4wd,pickup,white,tx,12995
2016.0,ford,focus,good,4 cylinders,gas,73000.0,salvage,automatic,fwd,sedan,white,sd,6900
2011.0,audi,a4,excellent,4 cylinders,gas,100462.0,clean,automatic,fwd,sedan,red,ok,7500
2017.0,toyota,tacoma access cab sr,good,6 cylinders,gas,53783.0,clean,other,4wd,pickup,white,in,23990
2005.0,jeep,grand cherokee,good,6 cylinders,gas,135000.0,clean,automatic,4wd,sedan,white,pa,5995
2016.0,toyota,other,good,8 cylinders,gas,49139.0,clean,other,4wd,pickup,black,id,37800
2018.0,chevrolet,tahoe ls,good,8 cylinders,gas,65533.0,clean,automatic,4wd,SUV,silver,co,40950
2012.0,honda,civic lx sedan,good,4 cylinders,gas,117233.0,clean,automatic,fwd,sedan,black,wa,10999
2004.0,pontiac,other,good,8 cylinders,gas,93000.0,clean,manual,rwd,coupe,black,nv,9800
2017.0,dodge,other,excellent,8 cylinders,gas,30694.0,clean,automatic,4wd,SUV,white,mt,38128
1999.0,ford,e350 box truck,good,8 cylinders,diesel,70300.0,clean,automatic,4wd,sedan,white,ri,9000
2008.0,chevrolet,express 3500,good,6 cylinders,diesel,321300.0,clean,automatic,4wd,sedan,white,tn,6000
2007.0,chevrolet,silverado 3500 classic,good,8 cylinders,gas,32853.0,clean,automatic,rwd,truck,white,vt,23990
1995.0,chevrolet,silverado 1500,good,8 cylinders,gas,75985.0,clean,automatic,4wd,truck,black,sc,6950
2013.0,ford,f250,good,8 cylinders,diesel,125831.0,clean,automatic,4wd,truck,white,ca,0
2012.0,chevrolet,corvette,excellent,8 cylinders,gas,38470.0,clean,automatic,rwd,coupe,blue,ga,33900
2015.0,chevrolet,other,good,8 cylinders,gas,75198.0,clean,other,4wd,SUV,white,tx,34990
2002.0,ford,ranger,fair,4 cylinders,gas,158868.0,clean,manual,fwd,truck,white,va,2500
1936.0,pontiac,other,good,8 cylinders,gas,36000.0,clean,manual,rwd,sedan,yellow,wi,9900
2015.0,nissan,sentra s,excellent,4 cylinders,gas,133000.0,clean,automatic,fwd,sedan,white,va,5750
2007.0,chevrolet,tahoe,good,8 cylinders,gas,131149.0,clean,automatic,rwd,SUV,yellow,tn,11991
2009.0,ford,mustang gt premium,excellent,8 cylinders,gas,90000.0,clean,manual,4wd,coupe,white,fl,13990
2008.0,ford,f150 fx4,good,8 cylinders,gas,111000.0,clean,automatic,4wd,truck,blue,wi,15000
2012.0,nissan,frontier,good,6 cylinders,gas,118935.0,clean,automatic,4wd,truck,silver,nh,12495
2017.0,ford,expedition xlt sport,good,6 cylinders,gas,70760.0,clean,other,4wd,SUV,blue,ny,29590
2018.0,gmc,sierra 1500 double cab sle,good,6 cylinders,gas,24299.0,clean,other,4wd,pickup,white,ca,33990
2015.0,chrysler,200 limited,good,6 cylinders,gas,82150.0,clean,automatic,4wd,sedan,white,ca,8800
2017.0,ford,super duty f350 srw,good,6 cylinders,diesel,49165.0,clean,automatic,4wd,pickup,white,ut,69888
2016.0,gmc,yukon,good,8 cylinders,gas,93535.0,clean,automatic,4wd,SUV,white,or,0
2017.0,toyota,highlander,excellent,6 cylinders,gas,24629.0,clean,automatic,fwd,SUV,grey,wa,34988
2014.0,jeep,wrangler,excellent,6 cylinders,gas,66314.0,clean,automatic,4wd,SUV,grey,mt,23901
2015.0,hyundai,sonata,good,4 cylinders,gas,140000.0,clean,automatic,fwd,sedan,white,ny,7795
2018.0,jeep,wrangler unlimited,good,6 cylinders,gas,63189.0,clean,automatic,4wd,SUV,white,ca,0
2006.0,jeep,liberty sport,good,6 cylinders,gas,128180.0,clean,automatic,4wd,SUV,brown,co,4950
2012.0,kia,sedona,excellent,6 cylinders,gas,147856.0,clean,automatic,fwd,van,silver,az,7200
2020.0,ram,promaster cargo van,excellent,6 cylinders,gas,29887.0,clean,automatic,fwd,sedan,white,nv,30995
1998.0,mitsubishi,other,good,6 cylinders,gas,94300.0,clean,automatic,4wd,sedan,black,ma,5000
2011.0,jeep,wrangler 4x4 sport,like new,6 cylinders,gas,84500.0,clean,manual,4wd,offroad,yellow,tx,0
2008.0,lexus,ls 460,excellent,8 cylinders,gas,102000.0,clean,automatic,rwd,sedan,blue,fl,11600
2013.0,ford,f150 xlt 4x4,like new,8 cylinders,gas,157279.0,clean,automatic,4wd,truck,white,mt,19995
2002.0,ford,f150,excellent,6 cylinders,gas,100890.0,clean,automatic,rwd,truck,red,az,4800
2018.0,jeep,wrangler unlimited all new,good,6 cylinders,other,15688.0,clean,other,4wd,other,silver,mi,39990
2015.0,gmc,yukon slt sport utility 4d,good,8 cylinders,gas,79395.0,clean,other,4wd,other,silver,ca,36590
2011.0,mercedes-benz,benz c300,good,6 cylinders,gas,102000.0,clean,automatic,rwd,sedan,black,ca,8200
2014.0,lincoln,mks,excellent,6 cylinders,gas,52000.0,rebuilt,automatic,fwd,sedan,silver,ia,12950
2002.0,nissan,frontier,good,6 cylinders,gas,118000.0,clean,automatic,rwd,truck,silver,or,7995
2014.0,ford,super duty f350 srw,good,8 cylinders,diesel,99064.0,clean,automatic,4wd,truck,white,id,44189
2017.0,ford,mustang,good,4 cylinders,gas,24926.0,clean,automatic,rwd,coupe,grey,nv,24898
2014.0,nissan,rogue,excellent,4 cylinders,gas,110000.0,clean,automatic,fwd,SUV,blue,nv,16500
2007.0,toyota,corolla,good,4 cylinders,gas,189100.0,clean,automatic,fwd,sedan,silver,il,3499
2018.0,jaguar,xf,good,6 cylinders,gas,12567.0,clean,automatic,4wd,sedan,white,ar,45653
2018.0,subaru,brz limited coupe 2d,good,6 cylinders,gas,6334.0,clean,other,rwd,coupe,blue,nv,28990
1995.0,chevrolet,corvette,good,6 cylinders,gas,85970.0,clean,automatic,4wd,convertible,green,ky,17875
2016.0,toyota,other,good,6 cylinders,other,34615.0,clean,automatic,fwd,SUV,black,tx,0
2008.0,volvo,xc90 awd,good,6 cylinders,gas,180000.0,clean,automatic,4wd,SUV,blue,ct,4200
1974.0,jeep,cj5,good,6 cylinders,gas,10000.0,clean,manual,4wd,sedan,white,mo,3500
2005.0,ram,2500,good,6 cylinders,diesel,249589.0,clean,automatic,4wd,truck,white,il,12750
2020.0,chevrolet,colorado lt,good,6 cylinders,gas,21685.0,clean,automatic,4wd,pickup,red,nc,466
2016.0,ford,f150 xlt sport 4x4 12 ton,good,6 cylinders,gas,80482.0,clean,automatic,4wd,truck,black,wa,32839
2013.0,toyota,highlander,excellent,6 cylinders,gas,95000.0,clean,automatic,fwd,SUV,blue,fl,14
2006.0,toyota,tacoma access cab,good,4 cylinders,gas,163295.0,clean,manual,rwd,truck,white,wa,10995
2020.0,toyota,tacoma,good,6 cylinders,gas,9674.0,clean,automatic,4wd,sedan,white,al,40499
2019.0,ford,transit,like new,6 cylinders,gas,7646.0,clean,automatic,rwd,van,white,tn,34500
2013.0,ford,f150,good,6 cylinders,gas,78584.0,clean,automatic,4wd,truck,white,co,26337
2020.0,subaru,impreza,excellent,4 cylinders,gas,28869.0,clean,automatic,4wd,sedan,blue,in,0
2002.0,nissan,other,excellent,6 cylinders,gas,145432.0,clean,manual,4wd,SUV,white,ny,3100
2016.0,ram,pickup 2500,good,6 cylinders,diesel,138707.0,clean,automatic,4wd,truck,black,wv,0
2018.0,acura,rdx technology pkg sport,good,6 cylinders,gas,30791.0,clean,other,4wd,other,white,ct,27990
2014.0,ford,f150,excellent,6 cylinders,gas,96356.0,clean,automatic,4wd,pickup,blue,ca,26995
2017.0,ford,f150 lariat,like new,6 cylinders,gas,62747.0,clean,automatic,4wd,truck,white,or,49746
1999.0,chevrolet,silverado,good,6 cylinders,gas,330000.0,clean,automatic,4wd,pickup,brown,ms,4500
2020.0,chevrolet,other,excellent,6 cylinders,gas,14987.0,rebuilt,automatic,fwd,sedan,silver,ia,18995
2017.0,nissan,rogue,good,4 cylinders,gas,73720.0,clean,automatic,4wd,SUV,black,mi,18775
2019.0,ram,promaster 2500,good,6 cylinders,gas,34598.0,clean,automatic,rwd,van,white,il,33990
2006.0,pontiac,solstice,good,6 cylinders,gas,67125.0,clean,automatic,4wd,convertible,white,ca,10997
2006.0,chevrolet,equinox,good,6 cylinders,gas,115000.0,clean,automatic,4wd,SUV,blue,sc,0
2012.0,ford,f350 super duty lariat,excellent,8 cylinders,diesel,136778.0,clean,automatic,4wd,truck,white,ca,32950
2007.0,toyota,prius,good,6 cylinders,hybrid,260000.0,clean,automatic,4wd,sedan,white,ia,4500
2009.0,chevrolet,avalanche,good,6 cylinders,gas,160328.0,clean,automatic,4wd,sedan,white,mi,14900
2003.0,chevrolet,tahoe ls 4x4,excellent,8 cylinders,gas,88000.0,clean,automatic,4wd,SUV,white,nj,6500
1972.0,chevrolet,corvette,good,6 cylinders,gas,42900.0,clean,automatic,4wd,sedan,white,la,29500
2014.0,honda,accord,good,4 cylinders,gas,69000.0,salvage,automatic,4wd,sedan,white,ca,9500
2014.0,bmw,6 series 640i convertible 2d,good,6 cylinders,gas,40405.0,clean,other,rwd,other,white,ma,32990
2019.0,ford,transit t250 extended,like new,6 cylinders,gas,40600.0,clean,automatic,4wd,sedan,white,mi,30600
1995.0,ford,other,like new,6 cylinders,gas,147000.0,clean,automatic,4wd,van,green,oh,2700
2021.0,mitsubishi,other,good,3 cylinders,gas,9.0,clean,automatic,fwd,sedan,white,wa,17999
